name,year,mean,variance,population
Congo Rep.,2000,6.72619,0.8664989,2809.476
Congo Rep.,2001,6.821448,0.8528923,2859.7
Congo Rep.,2002,6.875281,0.8460247,2908.048
Congo Rep.,2003,6.840531,0.8364569,2954.258
Congo Rep.,2004,6.847352,0.8341235,3043.354
Congo Rep.,2005,6.892106,0.8341235,3134.239
Congo Rep.,2006,6.927924,0.8341235,3217.494
Costa Rica,1970,8.19112,0.8976516,1735.523
Costa Rica,1971,8.204311,0.8976516,1785.636
Costa Rica,1972,8.247267,0.8964028,1834.796
Costa Rica,1973,8.277241,0.892782,1886.035
Costa Rica,1974,8.305396,0.8869869,1937.413
Costa Rica,1975,8.315404,0.8792233,1991.58
Costa Rica,1976,8.333583,0.8697031,2048.557
Costa Rica,1977,8.401916,0.8586406,2108.457
Costa Rica,1978,8.435654,0.8462501,2192.367
Costa Rica,1979,8.453828,0.8327436,2259.714
Costa Rica,1980,8.443095,0.8183289,2299.124
Costa Rica,1981,8.394446,0.8032078,2357.285
Costa Rica,1982,8.311628,0.7728096,2424.367
Costa Rica,1983,8.316793,0.7490909,2494.353
Costa Rica,1984,8.356105,0.7469599,2567.516
Costa Rica,1985,8.345466,0.7459693,2643.808
Costa Rica,1986,8.353567,0.7455148,2723.111
Costa Rica,1987,8.356969,0.7449947,2799.811
Costa Rica,1988,8.364499,0.7438089,2875.267
Costa Rica,1989,8.381669,0.7413605,2951.454
Costa Rica,1990,8.420792,0.6705159,3027.175
Costa Rica,1991,8.405544,0.6791054,3101.029
Costa Rica,1992,8.448896,0.6902882,3173.216
Costa Rica,1993,8.492974,0.694323,3244.282
Costa Rica,1994,8.519941,0.6969433,3314.588
Costa Rica,1995,8.5413,0.699073,3383.786
Costa Rica,1996,8.538896,0.7016461,3451.722
Costa Rica,1997,8.557952,0.7056066,3518.107
Costa Rica,1998,8.597303,0.7108418,3583.162
Costa Rica,1999,8.667043,0.7196958,3647.319
Costa Rica,2000,8.660512,0.7369654,3710.558
Costa Rica,2001,8.551254,0.8980842,3773.057
Costa Rica,2002,8.559652,0.8931183,3834.934
Costa Rica,2003,8.62816,0.8593771,3896.092
Costa Rica,2004,8.665099,0.820654,3967.612
Costa Rica,2005,8.718461,0.7942072,4036.824
Costa Rica,2006,8.741675,0.8716927,4093.387
Cote d'Ivoire,1970,7.029721,1.080279,5503.63
Cote d'Ivoire,1971,7.081252,1.079377,5786.465
Cote d'Ivoire,1972,7.079823,1.076736,6071.696
Cote d'Ivoire,1973,7.059624,1.072455,6351.885
Cote d'Ivoire,1974,7.024985,1.066639,6621.723
Cote d'Ivoire,1975,7.116449,1.059396,6888.884
Cote d'Ivoire,1976,7.171454,1.050837,7150.623
Cote d'Ivoire,1977,7.17255,1.041074,7418.547
Cote d'Ivoire,1978,7.255222,1.030221,7692.403
Cote d'Ivoire,1979,7.274639,1.018392,7972.789
Cote d'Ivoire,1980,7.14391,1.005699,8260.859
Cote d'Ivoire,1981,7.149515,0.9922522,8557.971
Cote d'Ivoire,1982,7.267735,0.9781612,8865.507
Cote d'Ivoire,1983,7.216368,0.9635319,9184.851
Cote d'Ivoire,1984,7.207818,0.9484674,9517.24
Cote d'Ivoire,1985,7.239565,0.9330677,9863.707
Cote d'Ivoire,1986,7.303176,0.9086788,10220.95
Cote d'Ivoire,1987,7.313169,0.8554832,10585.12
Cote d'Ivoire,1988,7.360149,0.7390779,10956.08
Cote d'Ivoire,1989,7.521474,0.6546013,11360.87
Cote d'Ivoire,1990,7.470912,0.5792803,11901.01
Cote d'Ivoire,1991,7.439601,0.5190651,12420.93
Cote d'Ivoire,1992,7.446439,0.4783174,12775.19
Cote d'Ivoire,1993,7.409385,0.4609796,13184.87
Cote d'Ivoire,1994,7.349936,0.4575015,13669.24
Cote d'Ivoire,1995,7.377219,0.4560896,14114.81
Cote d'Ivoire,1996,7.377684,0.5107989,14502.74
Cote d'Ivoire,1997,7.33046,0.6242567,14830.11
Cote d'Ivoire,1998,7.317372,0.6955147,15119.41
Cote d'Ivoire,1999,7.333744,0.7015764,15474.94
Cote d'Ivoire,2000,7.330296,0.7059018,15865.6
Cote d'Ivoire,2001,7.299514,0.7084901,16233.83
Cote d'Ivoire,2002,7.27595,0.7093496,16597.69
Cote d'Ivoire,2003,7.255571,0.7093496,16962.49
Cote d'Ivoire,2004,7.256777,0.7093496,17220.72
Cote d'Ivoire,2005,7.238047,0.7093496,17492.41
Cote d'Ivoire,2006,7.26075,0.7093496,17794.94
Croatia,1970,,,
Croatia,1971,,,
Croatia,1972,,,
Croatia,1973,,,
Croatia,1974,,,
Croatia,1975,,,
Croatia,1976,,,
Croatia,1977,,,
Croatia,1978,,,
Croatia,1979,,,
Croatia,1980,,,
Croatia,1981,,,
Croatia,1982,,,
Croatia,1983,,,
Croatia,1984,,,
Croatia,1985,,,
Croatia,1986,,,
Croatia,1987,,,
Croatia,1988,,,
Croatia,1989,,,
Croatia,1990,9.128877,0.2955323,4517.198
Croatia,1991,8.886922,0.2955323,4548.374
Croatia,1992,8.751719,0.2955323,4589.132
Croatia,1993,8.652205,0.2955323,4630.477
Croatia,1994,8.709682,0.2955323,4659.903
Croatia,1995,8.760923,0.2955323,4669.002
Croatia,1996,8.804879,0.2955323,4653.633
Croatia,1997,8.859533,0.2955323,4618.029
Croatia,1998,8.903714,0.2955323,4572.384
Croatia,1999,8.906425,0.308274,4531.373
Croatia,2000,8.944759,0.3159026,4505.423
Croatia,2001,8.969329,0.3184191,4498.048
Croatia,2002,9.001397,0.3155665,4505.542
Croatia,2003,9.034013,0.307181,4522.333
Croatia,2004,9.076569,0.2936423,4539.732
Croatia,2005,9.127492,0.2754764,4540.243
Croatia,2006,9.173745,0.2754764,4534.435
Cuba,1970,7.748819,0.28054,8542.746
Cuba,1971,7.80409,0.2711646,8669.625
Cuba,1972,7.827976,0.2639074,8831.348
Cuba,1973,7.840366,0.2587778,9001.355
Cuba,1974,7.832509,0.2548347,9152.866
Cuba,1975,7.921833,0.2513036,9290.074
Cuba,1976,7.96917,0.2484535,9420.906
Cuba,1977,8.080215,0.246549,9537.988
Cuba,1978,8.145383,0.2458545,9634.028
Cuba,1979,8.161505,0.2458545,9710.15
Cuba,1980,8.101963,0.2458545,9652.975
Cuba,1981,8.2792,0.2458545,9711.975
Cuba,1982,8.402168,0.2458545,9789.224
Cuba,1983,8.440979,0.2458545,9885.596
Cuba,1984,8.463064,0.2458545,9982.299
Cuba,1985,8.72682,0.2458545,10078.66
Cuba,1986,8.74631,0.2458545,10162.19
Cuba,1987,8.75237,0.2458545,10239.84
Cuba,1988,8.767579,0.2458545,10334.04
Cuba,1989,8.766481,0.2458545,10439.25
Cuba,1990,8.694295,0.2458545,10544.79
Cuba,1991,8.674659,0.2458545,10642.49
Cuba,1992,8.536029,0.2458545,10723.26
Cuba,1993,8.384935,0.2458545,10788.02
Cuba,1994,8.395624,0.2458545,10844.61
Cuba,1995,8.389629,0.2458545,10896.8
Cuba,1996,8.427016,0.2458545,10943.05
Cuba,1997,8.412812,0.2458545,10983.01
Cuba,1998,8.426675,0.2458545,11029.13
Cuba,1999,8.485028,0.2458545,11082.75
Cuba,2000,8.525052,0.2458545,11134.27
Cuba,2001,8.558504,0.2458545,11182.3
Cuba,2002,8.581815,0.2458545,11227
Cuba,2003,8.623466,0.2458545,11268.98
Cuba,2004,8.658076,0.2458545,11316.02
Cuba,2005,8.691333,0.2458545,11361.92
Cuba,2006,8.72454,0.2458545,11407.27
Cyprus,1970,8.330507,0.5320965,614.6
Cyprus,1971,8.431036,0.5320965,619.8
Cyprus,1972,8.483764,0.5224427,626.3
Cyprus,1973,8.498897,0.5147563,633.9
Cyprus,1974,8.317243,0.5088995,640.7
Cyprus,1975,8.18924,0.5032539,610.5
Cyprus,1976,8.390181,0.4980772,598.6
Cyprus,1977,8.559679,0.4936211,598.4
Cyprus,1978,8.654033,0.4901328,601
Cyprus,1979,8.729872,0.4878578,605.1
Cyprus,1980,8.797668,0.4819335,611
Cyprus,1981,8.791699,0.5498046,617.9
Cyprus,1982,8.839331,0.5426455,624.3
Cyprus,1983,8.895167,0.5324124,631.8
Cyprus,1984,8.954144,0.5218758,639.9
Cyprus,1985,8.998472,0.5136824,647.3
Cyprus,1986,9.038323,0.5103858,650
Cyprus,1987,9.118978,0.5111496,659.4
Cyprus,1988,9.215392,0.5132754,664.217
Cyprus,1989,9.267302,0.5165181,670.912
Cyprus,1990,9.334311,0.5206341,681.349
Cyprus,1991,9.33016,0.5253775,693.906
Cyprus,1992,9.378736,0.5353724,707.285
Cyprus,1993,9.350784,0.5542729,718.776
Cyprus,1994,9.380551,0.5806574,726.752
Cyprus,1995,9.452899,0.6131198,733.188
Cyprus,1996,9.453156,0.6501132,738.649
Cyprus,1997,9.479277,0.6521017,743.728
Cyprus,1998,9.517705,0.6556032,748.822
Cyprus,1999,9.564914,0.6611065,753.692
Cyprus,2000,9.592046,0.6680468,758.363
Cyprus,2001,9.633255,0.675851,762.887
Cyprus,2002,9.645144,0.675851,767.314
Cyprus,2003,9.661513,0.675851,771.657
Cyprus,2004,9.677924,0.675851,780.639
Cyprus,2005,9.70037,0.675851,786.3096
Cyprus,2006,9.717148,0.675851,792.2767
Czech Republic,1970,,,
Czech Republic,1971,,,
Czech Republic,1972,,,
Czech Republic,1973,,,
Czech Republic,1974,,,
Czech Republic,1975,,,
Czech Republic,1976,,,
Czech Republic,1977,,,
Czech Republic,1978,,,
Czech Republic,1979,,,
Czech Republic,1980,,,
Czech Republic,1981,,,
Czech Republic,1982,,,
Czech Republic,1983,,,
Czech Republic,1984,,,
Czech Republic,1985,,,
Czech Republic,1986,,,
Czech Republic,1987,,,
Czech Republic,1988,,,
Czech Republic,1989,,,
Czech Republic,1990,9.443024,0.1269042,10305.97
Czech Republic,1991,9.316825,0.1293128,10311.36
Czech Republic,1992,9.305526,0.1324404,10319.04
Czech Republic,1993,9.304855,0.1511662,10326.76
Czech Republic,1994,9.317855,0.1581881,10331.38
Czech Republic,1995,9.360373,0.1493207,10330.76
Czech Republic,1996,9.387701,0.171649,10323.96
Czech Republic,1997,9.392105,0.1668692,10311.92
Czech Republic,1998,9.384833,0.1657934,10296.64
Czech Republic,1999,9.39638,0.1846156,10281.04
Czech Republic,2000,9.426493,0.185101,10267.26
Czech Republic,2001,9.459004,0.1703883,10255.87
Czech Republic,2002,9.471073,0.1771276,10246.21
Czech Republic,2003,9.506824,0.1696585,10237.63
Czech Republic,2004,9.537363,0.1696585,10229.05
Czech Republic,2005,9.593713,0.1696585,10256.28
Czech Republic,2006,9.654132,0.1696585,10240.58
Czechoslovakia,1970,8.846134,0.1616107,14333.62
Czechoslovakia,1971,8.891234,0.1561001,14397.9
Czechoslovakia,1972,8.941482,0.146327,14469.11
Czechoslovakia,1973,8.999334,0.1402486,14548.27
Czechoslovakia,1974,9.064734,0.1386993,14636.25
Czechoslovakia,1975,9.113736,0.1376591,14732.89
Czechoslovakia,1976,9.143344,0.1371921,14839.75
Czechoslovakia,1977,9.170484,0.1370804,14954.78
Czechoslovakia,1978,9.214546,0.1370254,15069.83
Czechoslovakia,1979,9.233296,0.1369715,15174.01
Czechoslovakia,1980,9.250926,0.1368635,15259.63
Czechoslovakia,1981,9.242182,0.1355002,15323.51
Czechoslovakia,1982,9.249619,0.1324967,15368.14
Czechoslovakia,1983,9.274492,0.1290087,15398.48
Czechoslovakia,1984,9.291054,0.126142,15422.27
Czechoslovakia,1985,9.306295,0.1249538,15445.4
Czechoslovakia,1986,9.326564,0.125322,15468.67
Czechoslovakia,1987,9.329972,0.1264874,15490.82
Czechoslovakia,1988,9.35183,0.1285487,15513.13
Czechoslovakia,1989,9.371107,0.1285487,15536.71
Czechoslovakia,1990,,,
Czechoslovakia,1991,,,
Czechoslovakia,1992,,,
Czechoslovakia,1993,,,
Czechoslovakia,1994,,,
Czechoslovakia,1995,,,
Czechoslovakia,1996,,,
Czechoslovakia,1997,,,
Czechoslovakia,1998,,,
Czechoslovakia,1999,,,
Czechoslovakia,2000,,,
Czechoslovakia,2001,,,
Czechoslovakia,2002,,,
Czechoslovakia,2003,,,
Czechoslovakia,2004,,,
Czechoslovakia,2005,,,
Czechoslovakia,2006,,,
Denmark,1970,9.58939,0.2536243,4928.757
Denmark,1971,9.606765,0.2536243,4959.18
Denmark,1972,9.647895,0.2536243,4987.818
Denmark,1973,9.678299,0.2536243,5014.359
Denmark,1974,9.654759,0.2536243,5038.463
Denmark,1975,9.62726,0.2536243,5059.863
Denmark,1976,9.691192,0.2536243,5078.659
Denmark,1977,9.697149,0.2523889,5094.843
Denmark,1978,9.710978,0.2507294,5107.957
Denmark,1979,9.74019,0.2486876,5117.43
Denmark,1980,9.727476,0.2463062,5123.027
Denmark,1981,9.699006,0.2436275,5124.597
Denmark,1982,9.729813,0.2406938,5122.767
Denmark,1983,9.750351,0.2375469,5119.06
Denmark,1984,9.792651,0.2342281,5115.51
Denmark,1985,9.832339,0.2307775,5113.686
Denmark,1986,9.877461,0.2272345,5114.123
Denmark,1987,9.876131,0.2236372,5116.778
Denmark,1988,9.890217,0.21871,5121.911
Denmark,1989,9.894077,0.2122462,5129.623
Denmark,1990,9.904237,0.2058269,5139.942
Denmark,1991,9.915537,0.2009369,5153.038
Denmark,1992,9.932989,0.1989928,5168.894
Denmark,1993,9.916751,0.2141294,5187.067
Denmark,1994,9.950979,0.2532414,5206.909
Denmark,1995,9.954325,0.3061351,5227.861
Denmark,1996,9.951831,0.3577965,5249.775
Denmark,1997,9.967998,0.3872958,5272.501
Denmark,1998,9.982841,0.3944916,5295.468
Denmark,1999,10.0016,0.3968218,5318.006
Denmark,2000,10.03109,0.4053541,5339.606
Denmark,2001,10.03355,0.4038785,5359.983
Denmark,2002,10.03807,0.395456,5379.117
Denmark,2003,10.04115,0.395456,5397.11
Denmark,2004,10.05808,0.395456,5414.206
Denmark,2005,10.08542,0.395456,5429.042
Denmark,2006,10.1146,0.395456,5441.619
Djibouti,1970,,,
Djibouti,1971,,,
Djibouti,1972,,,
Djibouti,1973,,,
Djibouti,1974,,,
Djibouti,1975,,,
Djibouti,1976,,,
Djibouti,1977,,,
Djibouti,1978,,,
Djibouti,1979,7.888996,1.157457,263.409
Djibouti,1980,7.855634,1.154036,279.149
Djibouti,1981,7.78427,1.098945,293.659
Djibouti,1982,7.779074,1.050784,305.991
Djibouti,1983,7.74111,1.011942,316.123
Djibouti,1984,7.832631,0.9846214,289.431
Djibouti,1985,7.754305,0.9710355,296.544
Djibouti,1986,7.859149,0.9657379,303.756
Djibouti,1987,7.872791,0.9647655,311.025
Djibouti,1988,7.819774,0.9693924,326.58
Djibouti,1989,7.797312,0.9721199,349.928
Djibouti,1990,7.760197,0.9744484,366.088
Djibouti,1991,7.514698,0.9733561,375.227
Djibouti,1992,7.549994,0.9643291,384.156
Djibouti,1993,7.620529,0.923753,393.258
Djibouti,1994,7.520101,0.8784913,402.548
Djibouti,1995,7.712251,0.8360415,409.366
Djibouti,1996,7.663854,0.8380494,413.627
Djibouti,1997,7.614285,0.8465076,417.908
Djibouti,1998,7.597683,0.824499,422.202
Djibouti,1999,7.999792,0.8207213,426.507
Djibouti,2000,7.97636,0.8149873,430.822
Djibouti,2001,8.018167,0.807354,437.778
Djibouti,2002,7.999951,0.7977107,447.416
Djibouti,2003,7.979309,0.7859617,457.13
Djibouti,2004,8.002313,0.7621285,465.6553
Djibouti,2005,8.01911,0.7559675,474.0085
Djibouti,2006,8.050251,0.7559675,481.5268
Dominica,1970,7.927449,0.9035668,70.764
Dominica,1971,7.97614,0.8904561,71.865
Dominica,1972,7.984722,0.8776076,72.969
Dominica,1973,7.929945,0.8685472,73.967
Dominica,1974,7.81148,0.8613497,74.718
Dominica,1975,7.746914,0.8535805,75.221
Dominica,1976,7.824695,0.848251,75.559
Dominica,1977,7.856479,0.8450985,75.733
Dominica,1978,7.897101,0.8429676,75.83
Dominica,1979,7.775838,0.8400469,75.752
Dominica,1980,7.730507,0.8412091,75.446
Dominica,1981,7.940401,0.8436588,75.123
Dominica,1982,8.018071,0.845341,74.826
Dominica,1983,8.069174,0.8472997,74.763
Dominica,1984,8.072002,0.8446895,74.85
Dominica,1985,8.092633,0.8536143,74.852
Dominica,1986,8.195334,0.8522602,74.672
Dominica,1987,8.253363,0.8517985,74.246
Dominica,1988,8.284656,0.8549145,73.74
Dominica,1989,8.22866,0.8687273,73.274
Dominica,1990,8.306775,0.8576504,72.714
Dominica,1991,8.294223,0.8545671,72.038
Dominica,1992,8.42309,0.8482676,71.775
Dominica,1993,8.428945,0.8638144,72.11
Dominica,1994,8.413441,0.8756407,72.554
Dominica,1995,8.412361,0.8827135,72.947
Dominica,1996,8.445658,0.9102327,73.094
Dominica,1997,8.477186,0.9036236,73.01
Dominica,1998,8.543542,0.9093,72.731
Dominica,1999,8.567702,0.9137163,72.244
Dominica,2000,8.560535,0.9019386,71.54
Dominica,2001,8.485528,0.9248416,70.786
Dominica,2002,8.510779,0.9292183,70.158
Dominica,2003,8.472808,0.915789,69.655
Dominica,2004,8.542664,0.8929704,69.90736
Dominica,2005,8.576246,0.8779249,70.42478
Dominica,2006,8.611385,0.8770512,70.81212
Dominican Republic,1970,7.601389,0.6330236,4422.755
Dominican Republic,1971,7.645092,0.6330236,4546.974
Dominican Republic,1972,7.694556,0.6330236,4671.329
Dominican Republic,1973,7.765653,0.6330236,4796.148
Dominican Republic,1974,7.816991,0.6330236,4921.761
Dominican Republic,1975,7.804477,0.6330236,5048.499
Dominican Republic,1976,7.824389,0.6330236,5175.585
Dominican Republic,1977,7.849459,0.6330236,5302.8
Dominican Republic,1978,7.861565,0.6330236,5431.308
Dominican Republic,1979,7.879455,0.6330236,5562.27
Dominican Republic,1980,7.959536,0.6330236,5696.855
Dominican Republic,1981,8.027334,0.6330236,5831.511
Dominican Republic,1982,8.052105,0.6330236,5968.376
Dominican Republic,1983,8.069605,0.6330236,6105.35
Dominican Republic,1984,8.055218,0.6330236,6241.048
Dominican Republic,1985,7.976845,0.722441,6378.072
Dominican Republic,1986,7.94998,0.8098574,6516.111
Dominican Republic,1987,7.928522,0.8859324,6655.417
Dominican Republic,1988,7.902714,0.9397113,6795.718
Dominican Republic,1989,7.904386,0.9599277,6936.676
Dominican Republic,1990,7.85115,0.9500074,7075.633
Dominican Republic,1991,7.875355,0.9247719,7213.273
Dominican Republic,1992,7.98409,0.8910631,7346.806
Dominican Republic,1993,8.043187,0.8553562,7472.344
Dominican Republic,1994,8.088017,0.8234942,7595.118
Dominican Republic,1995,8.113737,0.8007297,7721.652
Dominican Republic,1996,8.182644,0.7920226,7851.191
Dominican Republic,1997,8.209414,0.8363187,7978.771
Dominican Republic,1998,8.240849,0.8952199,8105.205
Dominican Republic,1999,8.248569,0.9581168,8230.21
Dominican Republic,2000,8.285176,0.9879522,8353.525
Dominican Republic,2001,8.357706,0.9349521,8475.396
Dominican Republic,2002,8.421039,0.9098257,8596.132
Dominican Republic,2003,8.358875,0.961839,8715.602
Dominican Republic,2004,8.361979,0.9629902,8853.151
Dominican Republic,2005,8.451411,0.9308507,8990.79
Dominican Republic,2006,8.513581,0.9794101,9127.888
Ecuador,1970,6.900454,2.002011,5939.246
Ecuador,1971,7.001986,1.834909,6116.773
Ecuador,1972,7.165949,1.69306,6298.651
Ecuador,1973,7.419402,1.572,6485.013
Ecuador,1974,7.545676,1.468281,6675.986
Ecuador,1975,7.632764,1.379193,6871.698
Ecuador,1976,7.734214,1.302565,7072.687
Ecuador,1977,7.826096,1.236634,7278.866
Ecuador,1978,7.886177,1.179952,7489.432
Ecuador,1979,7.931628,1.131316,7703.577
Ecuador,1980,7.977242,1.089711,7920.499
Ecuador,1981,8.001328,1.05428,8141.078
Ecuador,1982,8.002357,1.024283,8365.85
Ecuador,1983,7.952059,0.9990816,8593.494
Ecuador,1984,7.964674,0.9781151,8825.829
Ecuador,1985,7.972873,0.9608863,9061.664
Ecuador,1986,7.981304,0.9469488,9301.083
Ecuador,1987,7.889735,0.9358963,9545.158
Ecuador,1988,7.969709,0.9273544,9794.122
Ecuador,1989,7.940505,0.9209731,10048.22
Ecuador,1990,7.940913,0.9164203,10317.38
Ecuador,1991,7.956118,0.9133777,10565.7
Ecuador,1992,7.958239,0.9115359,10819.44
Ecuador,1993,7.948162,0.9105909,11076.51
Ecuador,1994,7.960308,0.910243,11336.83
Ecuador,1995,7.962822,0.9101934,11599.36
Ecuador,1996,7.951079,0.9354208,11862.43
Ecuador,1997,7.933922,0.9928988,12126.28
Ecuador,1998,7.884234,1.053421,12391.03
Ecuador,1999,7.824121,1.103223,12655.79
Ecuador,2000,7.789372,1.160702,12920.09
Ecuador,2001,7.74671,1.248002,13183.98
Ecuador,2002,7.688022,1.355434,13447.49
Ecuador,2003,7.650655,1.44515,13710.23
Ecuador,2004,7.666049,1.498311,13909.62
Ecuador,2005,7.92158,1.051231,14110.63
Ecuador,2006,7.959109,1.036505,14307.43
Egypt,1970,7.316167,0.4704969,33574.03
Egypt,1971,7.319105,0.4704969,34183.99
Egypt,1972,7.353912,0.4704969,34807.42
Egypt,1973,7.299954,0.4704969,35480.41
Egypt,1974,7.317547,0.4704969,36216.31
Egypt,1975,7.28082,0.4704969,36952.5
Egypt,1976,7.390591,0.4696603,37736.99
Egypt,1977,7.47977,0.4672258,38783.86
Egypt,1978,7.488268,0.4633135,40020.46
Egypt,1979,7.531849,0.4580502,41257.72
Egypt,1980,7.628527,0.4515672,42634.21
Egypt,1981,7.625152,0.4439994,44196.11
Egypt,1982,7.654336,0.4354822,45681.81
Egypt,1983,7.69865,0.4261506,47093.02
Egypt,1984,7.731007,0.4161379,48550.16
Egypt,1985,7.76263,0.405574,50052.38
Egypt,1986,7.798463,0.3945845,51593.43
Egypt,1987,7.842942,0.3832902,52799.06
Egypt,1988,7.862994,0.3718058,54024.25
Egypt,1989,7.912356,0.3602402,55262.8
Egypt,1990,7.953948,0.3486952,56694.41
Egypt,1991,7.991079,0.3372662,58139.2
Egypt,1992,8.01831,0.3204055,59402.2
Egypt,1993,8.035549,0.298618,60676.98
Egypt,1994,8.066946,0.2802488,61982.51
Egypt,1995,8.094916,0.2725744,63321.61
Egypt,1996,8.124967,0.3883791,64705.04
Egypt,1997,8.052732,0.5294148,66134.29
Egypt,1998,8.090804,0.5287704,67602.46
Egypt,1999,8.132871,0.5242743,69066.72
Egypt,2000,8.163668,0.5121921,70492.34
Egypt,2001,8.191286,0.489168,71901.55
Egypt,2002,8.226528,0.4526339,73312.56
Egypt,2003,8.26721,0.4013185,74718.8
Egypt,2004,8.3218,0.3357864,76160.2
Egypt,2005,8.346856,0.3357864,77618.2
Egypt,2006,8.394383,0.3357864,79048.3
El Salvador,1970,7.827011,0.7790174,3603.907
El Salvador,1971,7.822237,0.7890798,3710.335
El Salvador,1972,7.851666,0.7992073,3790.903
El Salvador,1973,7.874217,0.8093972,3878.197
El Salvador,1974,7.885617,0.8196466,3971.783
El Salvador,1975,7.916948,0.8299528,4071.179
El Salvador,1976,7.944332,0.840313,4174.737
El Salvador,1977,7.963581,0.8507239,4282.586
El Salvador,1978,7.989405,0.8612278,4396.275
El Salvador,1979,7.930842,0.8718595,4508.055
El Salvador,1980,7.849235,0.8826044,4566.199
El Salvador,1981,7.788111,0.8934474,4515.094
El Salvador,1982,7.749746,0.9043725,4474.873
El Salvador,1983,7.731364,0.9153634,4521.153
El Salvador,1984,7.742406,0.9264033,4587.633
El Salvador,1985,7.754082,0.9374745,4664.361
El Salvador,1986,7.741498,0.9485589,4751.017
El Salvador,1987,7.739388,0.9596379,4842.194
El Salvador,1988,7.731806,0.970692,4930.397
El Salvador,1989,7.715143,0.9817011,5015.522
El Salvador,1990,7.722142,0.992645,5099.884
El Salvador,1991,7.729313,1.003502,5185.604
El Salvador,1992,7.765506,1.016423,5274.649
El Salvador,1993,7.806875,1.029164,5369.502
El Salvador,1994,7.842,1.034939,5466.906
El Salvador,1995,7.945401,0.9218628,5568.437
El Salvador,1996,7.903008,1.030602,5674.036
El Salvador,1997,7.917787,1.035772,5783.439
El Salvador,1998,7.921902,1.037309,5895.283
El Salvador,1999,7.95405,1.006242,6008.356
El Salvador,2000,7.97419,0.9758798,6122.515
El Salvador,2001,7.964389,1.000613,6237.662
El Salvador,2002,7.975815,0.987977,6353.681
El Salvador,2003,8.024083,0.8841468,6470.379
El Salvador,2004,8.053226,0.8266669,6586.421
El Salvador,2005,8.062995,0.8266669,6701.848
El Salvador,2006,8.084319,0.8266669,6809.75
Equatorial Guinea,1970,6.637536,0.9146095,270.435
Equatorial Guinea,1971,6.64876,0.9136077,273.999
Equatorial Guinea,1972,6.662958,0.9127713,277.603
Equatorial Guinea,1973,6.804955,0.9123361,271.301
Equatorial Guinea,1974,6.883393,0.9122338,249.952
Equatorial Guinea,1975,7.161098,0.9123968,213.292
Equatorial Guinea,1976,7.356061,0.9144987,190.808
Equatorial Guinea,1977,7.441348,0.9242229,192.675
Equatorial Guinea,1978,7.364107,0.9300063,194.597
Equatorial Guinea,1979,7.206025,0.9351943,221.299
Equatorial Guinea,1980,7.100838,0.9398322,256.009
Equatorial Guinea,1981,7.056297,0.9432715,271.778
Equatorial Guinea,1982,7.055365,0.9463946,285.483
Equatorial Guinea,1983,7.003256,0.9492823,299.577
Equatorial Guinea,1984,6.971861,0.9525197,314.389
Equatorial Guinea,1985,6.958294,0.956233,324.641
Equatorial Guinea,1986,6.872159,0.9576771,332.738
Equatorial Guinea,1987,6.788296,0.9577248,341.145
Equatorial Guinea,1988,6.872616,0.9473513,349.868
Equatorial Guinea,1989,6.812083,0.9607844,358.911
Equatorial Guinea,1990,6.887356,0.9619459,368.282
Equatorial Guinea,1991,6.859572,0.9577539,377.915
Equatorial Guinea,1992,7.034268,0.8973901,387.744
Equatorial Guinea,1993,6.873004,0.92183,397.778
Equatorial Guinea,1994,6.380896,0.9090366,408.027
Equatorial Guinea,1995,6.482094,0.906805,418.498
Equatorial Guinea,1996,6.9397,0.9104888,429.191
Equatorial Guinea,1997,7.755288,0.9096903,440.103
Equatorial Guinea,1998,7.945836,0.918593,451.239
Equatorial Guinea,1999,8.133478,0.8928845,462.606
Equatorial Guinea,2000,8.345468,0.8664989,474.214
Equatorial Guinea,2001,8.688226,0.8528923,486.06
Equatorial Guinea,2002,9.072745,0.8460247,498.144
Equatorial Guinea,2003,8.939401,0.8364569,510.473
Equatorial Guinea,2004,9.193494,0.8341235,522.2412
Equatorial Guinea,2005,9.237386,0.8341235,534.2152
Equatorial Guinea,2006,9.164669,0.8341235,546.2795
Eritrea,1970,,,
Eritrea,1971,,,
Eritrea,1972,,,
Eritrea,1973,,,
Eritrea,1974,,,
Eritrea,1975,,,
Eritrea,1976,,,
Eritrea,1977,,,
Eritrea,1978,,,
Eritrea,1979,,,
Eritrea,1980,,,
Eritrea,1981,,,
Eritrea,1982,,,
Eritrea,1983,,,
Eritrea,1984,,,
Eritrea,1985,,,
Eritrea,1986,,,
Eritrea,1987,,,
Eritrea,1988,,,
Eritrea,1989,,,
Eritrea,1990,,,
Eritrea,1991,,,
Eritrea,1992,5.808359,0.8973901,3597.737
Eritrea,1993,5.881647,0.92183,3663.71
Eritrea,1994,6.012266,0.9090366,3727.188
Eritrea,1995,6.001474,0.906805,3762.53
Eritrea,1996,6.040886,0.9104888,3824.228
Eritrea,1997,6.096345,0.9096903,3950.542
Eritrea,1998,6.002885,0.918593,4071.937
Eritrea,1999,5.890436,0.8928845,4204.135
Eritrea,2000,5.886423,0.8664989,4243.185
Eritrea,2001,5.924605,0.8528923,4249.374
Eritrea,2002,5.968153,0.8460247,4305.577
Eritrea,2003,5.996321,0.8364569,4362.254
Eritrea,2004,5.974823,0.8341235,4553.86
